,location,total_sqft,bath,price,bhk
4042,Kannamangala,3000.0,4.0,200.0,4
4043,Kannamangala,1536.0,3.0,89.0,3
4044,Kannamangala,2400.0,4.0,130.0,4
4045,Kannamangala,1574.0,3.0,93.34,3
4046,Kannamangala,957.0,2.0,52.5,2
4047,Kannamangala,1536.0,3.0,104.0,3
4048,Kannamangala,957.0,2.0,54.5,2
4049,Kannamangala,2422.0,4.0,135.0,4
4050,Kannamangala,957.0,2.0,55.0,2
4051,Kannamangala,957.0,2.0,56.0,2
4052,Karuna Nagar,2500.0,3.0,180.0,3
4053,Karuna Nagar,2500.0,3.0,190.0,3
4054,Karuna Nagar,1962.0,3.0,175.0,3
4055,Karuna Nagar,1057.0,2.0,65.0,2
4056,Karuna Nagar,1354.0,2.0,98.0,3
4057,Karuna Nagar,1945.0,3.0,115.0,3
4058,Karuna Nagar,1960.0,3.0,165.0,3
4059,Kasavanhalli,1060.0,2.0,58.06,2
4060,Kasavanhalli,1563.05,3.0,105.0,3
4061,Kasavanhalli,1717.0,3.0,99.0,3
4063,Kasavanhalli,3260.0,4.0,240.0,4
4064,Kasavanhalli,1349.0,2.0,78.0,2
4065,Kasavanhalli,1121.0,2.0,78.0,2
4066,Kasavanhalli,1100.0,2.0,50.0,2
4068,Kasavanhalli,1200.0,2.0,78.0,2
4071,Kasavanhalli,1476.0,3.0,89.0,3
4073,Kasavanhalli,1719.0,3.0,116.0,3
4074,Kasavanhalli,1115.0,2.0,50.0,2
4075,Kasavanhalli,1125.0,2.0,61.2,2
4076,Kasavanhalli,2170.0,3.0,151.0,3
4077,Kasavanhalli,1476.0,3.0,95.0,3
4079,Kasavanhalli,1787.0,3.0,123.0,3
4080,Kasavanhalli,1090.0,2.0,59.8,2
4081,Kasavanhalli,1691.0,3.0,104.0,3
4082,Kasavanhalli,4260.0,4.0,272.0,4
4089,Kasavanhalli,770.0,1.0,43.82,1
4090,Kasavanhalli,1147.0,2.0,60.0,2
4091,Kasavanhalli,1375.0,2.0,72.0,2
4092,Kasavanhalli,1200.0,2.0,60.0,2
4093,Kasavanhalli,1495.0,2.0,83.0,2
4095,Kasavanhalli,1917.0,3.0,132.0,3
4096,Kasavanhalli,1375.0,2.0,78.0,2
4097,Kasavanhalli,1309.0,2.0,95.0,2
4098,Kasavanhalli,1476.0,3.0,105.0,3
4099,Kasavanhalli,1158.0,2.0,67.0,2
4100,Kasavanhalli,1214.0,2.0,67.0,2
4102,Kasavanhalli,1495.0,2.0,110.0,2
4103,Kasavanhalli,1575.0,2.0,85.0,2
4104,Kasavanhalli,1069.0,2.0,55.0,2
4105,Kasavanhalli,1100.0,2.0,68.0,2
4106,Kasavanhalli,1715.0,3.0,112.0,3
4107,Kasavanhalli,1100.0,2.0,65.0,2
4108,Kasavanhalli,1230.0,2.0,66.25,2
4110,Kasavanhalli,1585.0,2.0,90.0,2
4111,Kasavanhalli,1245.0,2.0,80.0,2
4112,Kasavanhalli,2035.0,3.0,142.0,3
4113,Kasavanhalli,1747.0,3.0,110.0,3
4114,Kasavanhalli,1377.0,2.0,80.0,2
4115,Kasavanhalli,1181.0,2.0,61.0,2
4116,Kasavanhalli,1121.0,2.0,75.0,2
4117,Kasturi Nagar,1567.0,2.0,92.0,2
4120,Kasturi Nagar,1080.0,2.0,80.0,2
4121,Kasturi Nagar,1101.0,2.0,65.0,2
4123,Kasturi Nagar,1896.0,3.0,125.0,4
4124,Kasturi Nagar,1100.0,2.0,58.0,2
4125,Kasturi Nagar,1570.0,3.0,110.0,3
4126,Kasturi Nagar,1000.0,2.0,58.0,2
4127,Kasturi Nagar,1101.0,2.0,66.0,2
4128,Kasturi Nagar,2507.0,4.0,155.0,4
4129,Kathriguppe,1400.0,2.0,77.0,3
4130,Kathriguppe,1250.0,2.0,68.75,3
4131,Kathriguppe,1245.0,2.0,68.48,3
4132,Kathriguppe,1350.0,2.0,87.01,3
4133,Kathriguppe,1350.0,2.0,80.99,3
4134,Kathriguppe,1365.0,2.0,75.08,3
4135,Kathriguppe,1300.0,3.0,77.99,3
4136,Kathriguppe,1350.0,2.0,80.99,3
4137,Kathriguppe,1390.0,2.0,76.45,3
4138,Kathriguppe,1350.0,3.0,78.3,3
4139,Kathriguppe,1250.0,2.0,68.75,3
4140,Kathriguppe,1300.0,3.0,77.99,3
4141,Kathriguppe,1335.0,2.0,73.43,3
4142,Kathriguppe,1300.0,3.0,77.99,3
4143,Kathriguppe,1300.0,3.0,77.99,3
4144,Kathriguppe,1335.0,2.0,73.43,3
4145,Kathriguppe,1350.0,3.0,80.99,3
4146,Kathriguppe,1250.0,2.0,68.75,2
4147,Kathriguppe,1350.0,3.0,80.99,3
4148,Kaval Byrasandra,1200.0,2.0,52.0,2
4149,Kaval Byrasandra,1020.0,2.0,52.0,2
4150,Kaval Byrasandra,1200.0,2.0,49.5,2
4151,Kaval Byrasandra,945.0,2.0,50.0,2
4152,Kaval Byrasandra,1060.0,2.0,45.0,2
4153,Kaval Byrasandra,1100.0,2.0,46.0,2
4154,Kaval Byrasandra,1185.0,2.0,49.0,2
4155,Kaval Byrasandra,997.0,2.0,53.0,2
4156,Kaval Byrasandra,1060.0,2.0,42.0,2
4157,Kaval Byrasandra,480.0,1.0,25.0,1
4158,Kaval Byrasandra,1125.0,2.0,41.5,2
4159,Kaval Byrasandra,1180.0,2.0,60.0,2
4160,Kaval Byrasandra,1450.0,3.0,75.0,3
4161,Kaval Byrasandra,1066.0,2.0,55.0,2
4162,Kaval Byrasandra,1025.0,2.0,60.0,2
4163,Kaval Byrasandra,1400.0,3.0,75.0,3
4164,Kenchenahalli,1015.0,2.0,58.0,2
4165,Kenchenahalli,715.0,1.0,45.0,1
4166,Kenchenahalli,1150.0,2.0,58.0,2
4167,Kenchenahalli,1280.0,2.0,69.0,3
4169,Kenchenahalli,870.0,1.0,45.0,2
4170,Kenchenahalli,1150.0,2.0,60.0,2
4171,Kenchenahalli,700.0,1.0,35.0,1
4172,Kenchenahalli,1060.0,2.0,52.0,2
4173,Kenchenahalli,1150.0,2.0,57.0,2
4174,Kenchenahalli,1015.0,2.0,60.0,2
4176,Kengeri,750.0,2.0,38.0,2
4178,Kengeri,1197.0,2.0,50.0,2
4179,Kengeri,1200.0,2.0,58.0,2
4181,Kengeri,726.0,2.0,31.0,2
4183,Kengeri,1025.0,2.0,57.0,2
4185,Kengeri,1082.0,2.0,49.0,3
4188,Kengeri,750.0,2.0,36.0,2
4189,Kengeri,963.0,2.0,40.0,2
4191,Kengeri,726.0,2.0,35.0,2
4193,Kengeri,416.0,1.0,19.5,1
4194,Kengeri,900.0,2.0,45.0,2
4197,Kengeri,502.0,1.0,25.0,1
4199,Kengeri,1200.0,3.0,67.0,3
4200,Kengeri,725.0,2.0,30.0,2
4201,Kengeri,500.0,1.0,17.0,1
4202,Kengeri,540.0,1.0,22.5,1
4203,Kengeri,750.0,2.0,35.5,2
4204,Kengeri,1741.0,3.0,80.0,3
4206,Kengeri,1200.0,2.0,58.0,2
4209,Kengeri,750.0,2.0,36.5,2
4211,Kengeri,416.0,1.0,18.0,1
4213,Kengeri,883.0,2.0,49.0,2
4214,Kengeri,1052.0,2.0,51.0,2
4216,Kengeri,1220.0,2.0,63.0,2
4217,Kengeri,1150.0,1.0,52.0,1
4218,Kengeri,1192.0,2.0,53.5,2
4220,Kengeri,750.0,2.0,40.0,2
4221,Kengeri,1035.0,2.0,51.5,2
4222,Kengeri,410.0,1.0,15.0,1
4223,Kengeri,416.0,1.0,17.19,1
4226,Kengeri,2500.0,4.0,100.0,5
4227,Kengeri,550.0,1.0,16.75,1
4228,Kengeri Satellite Town,890.0,2.0,35.0,2
4229,Kengeri Satellite Town,883.0,2.0,45.0,2
4230,Kengeri Satellite Town,1415.0,2.0,66.0,3
4231,Kengeri Satellite Town,930.0,1.0,30.0,1
4232,Kengeri Satellite Town,1050.0,2.0,43.0,2
4233,Kengeri Satellite Town,1007.0,2.0,42.0,2
4234,Kengeri Satellite Town,635.0,1.0,22.0,2
4235,Kengeri Satellite Town,818.0,2.0,26.0,2
4236,Kengeri Satellite Town,1030.0,2.0,50.0,2
4237,Kengeri Satellite Town,1200.0,2.0,65.0,2
4238,Kengeri Satellite Town,795.0,2.0,32.0,2
4239,Kengeri Satellite Town,1302.5,2.0,44.285,2
4240,Kengeri Satellite Town,800.0,2.0,40.0,2
4241,Kengeri Satellite Town,654.0,1.0,22.0,1
4242,Kengeri Satellite Town,1060.0,2.0,42.0,2
4243,Kengeri Satellite Town,750.0,2.0,33.0,2
4244,Kengeri Satellite Town,920.0,2.0,39.0,2
4245,Kengeri Satellite Town,985.0,2.0,42.0,2
4246,Kengeri Satellite Town,410.0,1.0,15.0,1
4247,Kengeri Satellite Town,1120.0,2.0,49.0,2
4249,Kengeri Satellite Town,1110.0,2.0,43.0,2
4250,Kengeri Satellite Town,1170.0,2.0,50.0,2
4251,Kengeri Satellite Town,777.4,2.0,25.0,2
4252,Kengeri Satellite Town,800.0,2.0,32.0,2
4253,Kereguddadahalli,950.0,2.0,32.0,2
4254,Kereguddadahalli,1400.0,2.0,48.0,3
4255,Kereguddadahalli,800.0,2.0,28.0,2
4256,Kereguddadahalli,904.0,2.0,30.0,2
4258,Kereguddadahalli,1000.0,2.0,30.0,2
4259,Kereguddadahalli,1240.0,3.0,41.0,3
4260,Kereguddadahalli,600.0,1.0,19.5,1
4261,Kereguddadahalli,1080.0,2.0,32.0,2
4262,Kereguddadahalli,1000.0,2.0,34.0,2
4265,Kereguddadahalli,1015.0,2.0,35.0,2
4266,Kodichikkanahalli,1190.0,2.0,57.0,3
4267,Kodichikkanahalli,995.0,2.0,41.0,2
4268,Kodichikkanahalli,2700.0,7.0,125.0,5
4269,Kodichikkanahalli,1495.0,2.0,75.0,3
4270,Kodichikkanahalli,1125.0,2.0,52.0,2
4271,Kodichikkanahalli,1150.0,2.0,48.0,2
4272,Kodichikkanahalli,1070.0,2.0,43.0,2
4273,Kodichikkanahalli,1620.0,2.0,85.0,3
4275,Kodichikkanahalli,1026.0,2.0,45.0,2
4276,Kodichikkanahalli,2500.0,7.0,125.0,5
4277,Kodichikkanahalli,450.0,1.0,18.0,1
4278,Kodichikkanahalli,907.0,2.0,38.5,2
4279,Kodichikkanahalli,1181.0,2.0,57.0,2
4280,Kodichikkanahalli,900.0,2.0,42.0,2
4282,Kodichikkanahalli,1400.0,3.0,66.0,3
4283,Kodichikkanahalli,976.0,2.0,50.0,2
4284,Kodichikkanahalli,2700.0,4.0,125.0,5
4285,Kodichikkanahalli,1299.0,2.0,58.0,2
4286,Kodigehaali,1166.0,2.0,55.0,2
4287,Kodigehaali,1320.0,3.0,65.0,3
4288,Kodigehaali,1117.0,2.0,56.0,2
4289,Kodigehaali,1200.0,2.0,55.0,2
4290,Kodigehaali,1200.0,2.0,60.0,2
4291,Kodigehaali,2120.0,3.0,177.0,3
4292,Kodigehaali,1013.0,2.0,51.0,2
4293,Kodigehaali,1324.0,3.0,65.0,3
4294,Kodigehaali,965.0,2.0,38.0,2
4295,Kodigehaali,866.0,2.0,32.0,2
4296,Kodigehaali,1442.0,3.0,80.0,3
4297,Kodihalli,3252.0,5.0,335.0,4
4298,Kodihalli,2700.0,4.0,270.0,3
4299,Kodihalli,2392.0,4.0,260.0,3
4300,Kodihalli,2408.0,4.0,260.0,3
4301,Kodihalli,2500.0,4.0,260.0,3
4302,Kodihalli,1620.0,3.0,130.0,3
4303,Kodihalli,3260.0,5.0,388.0,4
4304,Kodihalli,3197.0,5.0,335.0,4
4305,Kodihalli,1490.0,2.0,150.0,2
4306,Kogilu,1909.0,3.0,88.0,3
4308,Kogilu,1170.0,2.0,51.99,2
4309,Kogilu,650.0,2.0,28.0,2
4310,Kogilu,1140.0,2.0,50.66,2
4311,Kogilu,1200.0,2.0,53.33,2
4312,Kogilu,1934.0,3.0,150.0,3
4313,Kogilu,540.0,1.0,36.0,1
4314,Kogilu,1559.0,3.0,127.0,3
4315,Kogilu,1190.0,2.0,50.66,2
4316,Kogilu,1140.0,2.0,50.66,2
4317,Kogilu,1559.0,3.0,120.0,3
4318,Kogilu,700.0,1.0,30.84,1
4319,Kogilu,1250.0,2.0,55.55,2
4320,Kogilu,1200.0,2.0,53.33,2
4321,Kogilu,952.0,2.0,49.0,2
4322,Kogilu,700.0,1.0,30.84,1
4323,Kogilu,1250.0,2.0,55.55,2
4324,Kogilu,2456.0,7.0,85.0,7
4325,Kogilu,1140.0,2.0,50.66,2
4326,Kogilu,1140.0,2.0,50.66,2
4327,Konanakunte,2791.0,3.0,223.0,3
4328,Konanakunte,884.0,1.0,58.0,2
4329,Konanakunte,1200.0,4.0,125.0,4
4330,Konanakunte,1200.0,2.0,130.0,4
4331,Konanakunte,2400.0,2.0,180.0,3
4332,Konanakunte,3746.0,6.0,375.0,4
4333,Konanakunte,1423.0,2.0,85.0,3
4334,Koramangala,1320.0,2.0,165.0,2
4335,Koramangala,1253.0,2.0,102.0,2
4336,Koramangala,1580.0,3.0,160.0,3
4338,Koramangala,3500.0,5.0,425.0,4
4339,Koramangala,1005.0,1.0,110.0,2
4340,Koramangala,2292.0,4.0,275.0,3
4342,Koramangala,1290.0,2.0,100.0,2
4343,Koramangala,1300.0,2.0,110.0,2
4345,Koramangala,1325.0,2.0,119.0,2
4346,Koramangala,1140.0,2.0,75.2,2
4347,Koramangala,1260.0,2.0,100.0,2
4348,Koramangala,1900.0,2.0,200.0,2
4350,Koramangala,2292.0,3.0,286.0,3
4351,Koramangala,2300.0,3.0,290.0,3
4353,Koramangala,2503.0,6.0,325.0,4
4355,Koramangala,1320.0,2.0,150.0,2
4356,Koramangala,1320.0,2.0,110.0,2
4357,Koramangala,2461.0,6.0,353.0,4
4359,Koramangala,2246.0,3.0,300.0,3
4360,Koramangala,1300.0,2.0,82.0,2
4363,Koramangala,1083.0,2.0,100.0,2
4364,Koramangala,1744.0,3.0,200.0,3
4365,Koramangala,1180.0,2.0,128.0,2
4366,Koramangala,1320.0,2.0,160.0,2
4367,Koramangala,1370.0,2.0,125.0,2
4368,Koramangala,1100.0,2.0,85.0,2
4369,Koramangala,1249.0,2.0,165.0,2
4370,Koramangala,1200.0,2.0,100.0,2
4373,Koramangala,2223.0,3.0,300.0,3
4374,Koramangala,1744.0,4.0,210.0,3
4375,Koramangala,1866.0,4.0,245.0,3
4376,Koramangala,1320.0,2.0,160.0,2
4377,Koramangala,1350.0,2.0,103.0,2
4378,Koramangala,6000.0,4.0,625.0,4
4380,Koramangala,1320.0,2.0,160.0,2
4381,Koramangala,1710.0,3.0,210.0,3
4382,Koramangala,1700.0,3.0,250.0,3
4383,Koramangala,1355.0,2.0,95.0,2
4384,Koramangala,1600.0,3.0,170.0,3
4385,Koramangala,1260.0,2.0,100.0,2
4388,Kothannur,1206.0,2.0,48.23,2
4390,Kothannur,1100.0,2.0,40.0,2
4391,Kothannur,1197.0,2.0,47.88,2
4392,Kothannur,1197.0,2.0,47.8,2
4393,Kothannur,1070.0,2.0,42.79,2
4396,Kothannur,1070.0,2.0,38.6,2
4397,Kothannur,1485.0,2.0,59.4,3
4398,Kothannur,1215.0,2.0,48.6,3
4399,Kothannur,1404.0,2.0,56.15,3
4400,Kothanur,1200.0,2.0,51.0,2
4401,Kothanur,2400.0,2.0,150.0,3
4402,Kothanur,1186.0,2.0,58.0,2
4404,Kothanur,1847.0,3.0,105.0,3
4406,Kothanur,9600.0,5.0,550.0,5
4407,Kothanur,1435.0,3.0,70.0,3
4408,Kothanur,1187.0,2.0,58.0,2
4409,Kothanur,1847.0,3.0,110.0,3
4410,Kothanur,1460.0,3.0,71.0,3
4411,Kothanur,1185.0,2.0,59.0,2
4412,Kothanur,1436.0,3.0,70.0,3
4414,Kothanur,1790.0,3.0,105.0,3
4416,Kothanur,1070.0,2.0,45.5,2
4418,Kothanur,1145.0,2.0,56.0,2
4419,Kothanur,627.0,1.0,30.0,1
4420,Kothanur,1302.0,2.0,68.5,2
4421,Kothanur,1185.0,2.0,58.0,2
4422,Kothanur,1500.0,1.0,75.0,1
4423,Kothanur,1075.0,2.0,53.0,2
4424,Kothanur,1790.0,3.0,97.0,3
4425,Kothanur,2700.0,4.0,175.0,4
4426,Kothanur,1786.0,2.0,106.0,3
4427,Kothanur,1787.0,3.0,107.0,3
4428,Kothanur,1141.0,2.0,54.0,2
4430,Kothanur,1160.0,2.0,57.0,2
4431,Kothanur,1095.0,2.0,55.0,2
4432,Kothanur,1142.0,2.0,56.0,2
4433,Kothanur,1074.0,2.0,54.0,2
4434,Kothanur,1285.0,2.0,60.0,2
4435,Kothanur,1075.0,2.0,53.0,2
4436,Kothanur,1140.0,2.0,56.0,2
4437,Kothanur,1400.0,2.0,70.0,2
4440,Kothanur,1140.0,2.0,56.0,2
4441,Kothanur,1787.0,3.0,120.0,3
4442,Kothanur,1185.0,2.0,59.0,2
4444,Kothanur,1790.0,3.0,105.0,3
4445,Kothanur,1130.0,2.0,55.0,2
4446,Kothanur,1094.0,2.0,54.0,2
4447,Kothanur,1170.0,3.0,80.0,3
4448,Kothanur,1400.0,2.0,65.0,2
4449,Kothanur,1195.0,2.0,59.0,2
4450,Kothanur,1790.0,3.0,120.0,3
4451,Kothanur,1454.0,3.0,71.5,3
4452,Kudlu,1152.0,2.0,53.5,2
4453,Kudlu,1027.0,2.0,43.0,2
4454,Kudlu,1092.0,2.0,44.0,2
4455,Kudlu,1027.0,2.0,43.0,2
4456,Kudlu,1092.0,2.0,44.0,2
4457,Kudlu,1143.0,2.0,55.0,2
4459,Kudlu,1024.0,2.0,44.0,2
4461,Kudlu,1600.0,3.0,79.0,3
4462,Kudlu,1027.0,2.0,42.0,2
4463,Kudlu,1076.0,2.0,50.0,2
4464,Kudlu,1027.0,2.0,44.0,2
4465,Kudlu,1084.0,2.0,53.0,2
4466,Kudlu,1300.0,2.0,56.0,2
4467,Kudlu,1027.0,2.0,44.0,2
4468,Kudlu,1245.0,2.0,60.0,3
4469,Kudlu,1027.0,2.0,44.0,2
4470,Kudlu,1110.0,2.0,46.0,2
4471,Kudlu,2100.0,3.0,114.0,4
4472,Kudlu,1027.0,2.0,44.0,2
4473,Kudlu,720.0,1.0,33.0,1
4474,Kudlu,1027.0,2.0,44.0,2
4475,Kudlu,1162.0,2.0,52.0,2
4476,Kudlu,1041.0,2.0,53.0,2
4477,Kudlu Gate,1535.0,3.0,83.0,3
4478,Kudlu Gate,1535.0,3.0,85.0,3
4480,Kudlu Gate,1535.0,3.0,86.0,3
4481,Kudlu Gate,1564.0,2.0,92.0,3
4483,Kudlu Gate,1238.0,2.0,55.0,2
4484,Kudlu Gate,1335.0,3.0,89.0,3
4485,Kudlu Gate,703.0,1.0,52.0,1
4486,Kudlu Gate,1535.0,3.0,86.0,3
4487,Kudlu Gate,1532.0,3.0,83.0,3
4488,Kudlu Gate,1113.0,2.0,50.0,2
4490,Kudlu Gate,1185.0,2.0,50.0,2
4494,Kudlu Gate,1215.0,2.0,45.0,2
4495,Kudlu Gate,812.0,2.0,38.25,2
4496,Kudlu Gate,1547.0,2.0,103.0,2
4497,Kudlu Gate,1336.0,2.0,86.0,2
4498,Kudlu Gate,1919.0,3.0,121.0,3
4499,Kudlu Gate,1464.0,3.0,56.0,2
4500,Kudlu Gate,1535.0,3.0,85.0,3
4501,Kudlu Gate,1850.0,3.0,120.0,3
4502,Kudlu Gate,940.0,2.0,69.57,2
4503,Kudlu Gate,1215.0,2.0,44.96,2
4504,Kudlu Gate,1164.0,2.0,75.0,2
4505,Kudlu Gate,3850.0,6.0,205.0,4
4506,Kudlu Gate,1183.0,2.0,79.54,2
4507,Kudlu Gate,1850.0,3.0,110.0,3
4509,Kudlu Gate,1183.0,2.0,79.54,2
4510,Kudlu Gate,1200.0,2.0,44.4,2
4512,Kudlu Gate,1310.0,2.0,53.0,2
4513,Kumaraswami Layout,2000.0,4.0,139.0,4
4514,Kumaraswami Layout,1000.0,2.0,48.5,2
4515,Kumaraswami Layout,1000.0,2.0,58.0,2
4516,Kumaraswami Layout,2400.0,7.0,125.0,7
4517,Kumaraswami Layout,2400.0,2.0,125.0,3
4518,Kumaraswami Layout,1310.0,2.0,70.0,3
4519,Kumaraswami Layout,850.0,1.0,78.0,1
4520,Kumaraswami Layout,3200.0,7.0,150.0,7
4521,Kumaraswami Layout,1310.0,2.0,85.0,3
4522,Kumaraswami Layout,2450.0,3.0,110.0,4
4523,Kumaraswami Layout,3100.0,7.0,145.0,7
4524,Kumaraswami Layout,1200.0,3.0,75.0,3
4525,Kumaraswami Layout,1081.0,2.0,60.0,2
4526,Kundalahalli,1724.0,3.0,125.0,3
4527,Kundalahalli,1030.0,2.0,49.0,2
4528,Kundalahalli,735.0,2.0,57.99,2
4529,Kundalahalli,1047.0,2.0,82.0,2
4530,Kundalahalli,1397.0,3.0,105.0,3
4531,Kundalahalli,1724.0,3.0,127.0,3
4532,Kundalahalli,1010.0,2.0,49.27,2
4533,Kundalahalli,1397.0,3.0,110.0,3
4534,Kundalahalli,1397.0,3.0,104.0,3
4535,Kundalahalli,1397.0,3.0,108.0,3
4536,Kundalahalli,1920.0,3.0,150.0,3
4537,Kundalahalli,1397.0,3.0,105.0,3
4539,Kundalahalli,1724.0,3.0,124.0,3
4540,Kundalahalli,1047.0,2.0,84.0,2
4541,Kundalahalli,1047.0,2.0,83.0,2
4542,Kundalahalli,7000.0,4.0,550.0,4
4544,Kundalahalli,1120.0,2.0,53.76,2
4545,Kundalahalli,1047.0,2.0,82.62,2
4546,Kundalahalli,1047.0,2.0,91.0,2
4547,Kundalahalli,1724.0,3.0,146.0,3
4548,Kundalahalli,1600.0,3.0,170.0,3
4550,Kundalahalli,1724.0,3.0,125.0,3
4551,Kundalahalli,1010.0,2.0,48.27,2
4552,Kundalahalli,1047.0,2.0,89.0,2
4553,Kundalahalli,2500.0,5.0,245.0,4
4554,Kundalahalli,1397.0,3.0,105.0,3
4556,Kundalahalli,1047.0,2.0,72.0,2
4557,Kundalahalli,1260.0,2.0,58.0,2
4558,Kundalahalli,3092.0,4.0,230.0,4
4559,Kundalahalli,1065.0,2.0,70.0,2
4560,Kundalahalli,1724.0,3.0,146.0,3
4561,Kundalahalli,1047.0,2.0,91.0,2
4562,Kundalahalli,1724.0,3.0,128.0,3
4563,Kundalahalli,1315.0,2.0,74.0,2
4564,Kundalahalli,2100.0,3.0,150.0,3
4565,Kundalahalli,1724.0,3.0,125.0,3
4566,Kundalahalli,1724.0,3.0,140.0,3
4567,Kundalahalli,1175.0,2.0,65.0,2
4569,LB Shastri Nagar,1043.0,2.0,55.0,2
4570,LB Shastri Nagar,1184.0,2.0,69.0,2
4571,LB Shastri Nagar,665.0,1.0,32.0,1
4572,LB Shastri Nagar,1250.0,2.0,48.5,2
4573,LB Shastri Nagar,1400.0,2.0,80.0,3
4574,LB Shastri Nagar,1184.0,2.0,62.0,2
4575,LB Shastri Nagar,1200.0,2.0,47.0,2
4576,LB Shastri Nagar,1200.0,2.0,75.0,2
4577,LB Shastri Nagar,1000.0,2.0,49.5,2
4578,Laggere,2800.0,5.0,125.0,5
4579,Laggere,1200.0,3.0,130.0,3
4580,Laggere,1200.0,1.0,125.0,1
4581,Laggere,1200.0,2.0,75.0,2
4582,Laggere,620.0,2.0,48.0,1
4583,Lakshminarayana Pura,1185.0,2.0,75.0,2
4584,Lakshminarayana Pura,1600.0,2.0,108.0,3
4585,Lakshminarayana Pura,1180.0,2.0,75.0,2
4586,Lakshminarayana Pura,1172.0,2.0,82.0,2
4587,Lakshminarayana Pura,1179.0,2.0,75.0,2
4588,Lakshminarayana Pura,1149.0,2.0,75.0,2
4589,Lakshminarayana Pura,1336.0,2.0,100.0,2
4590,Lakshminarayana Pura,1175.0,2.0,75.0,2
4591,Lakshminarayana Pura,1190.0,2.0,75.0,2
4592,Lakshminarayana Pura,1200.0,2.0,75.0,2
4593,Lakshminarayana Pura,1200.0,2.0,75.0,2
4594,Lakshminarayana Pura,1165.0,2.0,75.0,2
4595,Lakshminarayana Pura,1145.0,2.0,75.0,2
4596,Lakshminarayana Pura,1500.0,3.0,104.0,3
4597,Lakshminarayana Pura,1210.0,2.0,75.0,2
4598,Lakshminarayana Pura,1169.0,2.0,75.0,2
4599,Lakshminarayana Pura,1200.0,2.0,75.0,2
4600,Lakshminarayana Pura,1172.0,2.0,75.0,2
4601,Lakshminarayana Pura,1172.0,2.0,75.0,2
4602,Lakshminarayana Pura,1180.0,2.0,75.0,2
4603,Lakshminarayana Pura,1200.0,2.0,83.0,2
4604,Lakshminarayana Pura,1200.0,2.0,80.0,2
4605,Lakshminarayana Pura,1195.0,2.0,75.0,2
4606,Lakshminarayana Pura,1200.0,2.0,80.0,2
4607,Lingadheeranahalli,1521.0,3.0,95.0,3
4608,Lingadheeranahalli,1511.0,3.0,95.0,3
4609,Lingadheeranahalli,1683.0,3.0,109.0,3
4610,Lingadheeranahalli,1519.0,3.0,93.0,3
4611,Lingadheeranahalli,1521.0,3.0,94.99,3
4612,Lingadheeranahalli,1682.0,3.0,120.0,3
4613,Lingadheeranahalli,1521.0,3.0,94.71,3
4614,Lingadheeranahalli,1893.0,3.0,130.0,3
4615,Lingadheeranahalli,1705.0,3.0,110.0,3
4616,Lingadheeranahalli,2245.0,4.0,154.0,4
4617,Lingadheeranahalli,1682.0,3.0,113.0,3
4618,Lingadheeranahalli,1682.0,3.0,114.0,3
4619,Lingadheeranahalli,1506.0,3.0,95.0,3
4620,Lingadheeranahalli,1683.0,3.0,110.0,3
4621,Lingadheeranahalli,1684.0,3.0,120.0,3
4622,Lingadheeranahalli,2236.0,4.0,153.0,4
4623,Lingadheeranahalli,1894.0,4.0,114.0,3
4624,Lingadheeranahalli,2240.0,4.0,160.0,4
4625,Magadi Road,3600.0,6.0,141.0,6
4626,Magadi Road,1116.0,2.0,50.0,2
4628,Magadi Road,884.0,2.0,41.1,2
4629,Magadi Road,1005.0,2.0,55.78,2
4630,Magadi Road,1000.0,2.0,46.5,2
4631,Magadi Road,1500.0,2.0,93.0,4
4633,Magadi Road,1345.0,2.0,55.0,2
4635,Magadi Road,5000.0,6.0,360.0,5
4636,Magadi Road,1116.0,2.0,51.89,2
4637,Magadi Road,1052.0,2.0,60.0,3
4638,Magadi Road,940.0,2.0,50.0,2
4639,Magadi Road,1318.0,2.0,68.0,3
4641,Magadi Road,884.0,2.0,48.0,2
4643,Mahadevpura,1150.0,2.0,52.0,2
4644,Mahadevpura,1250.0,2.0,52.0,2
4645,Mahadevpura,1260.0,2.0,57.6,2
4646,Mahadevpura,730.0,1.0,35.0,1
4647,Mahadevpura,1434.0,2.0,67.39,3
4648,Mahadevpura,1146.0,2.0,53.8,2
4649,Mahadevpura,1532.0,2.0,62.0,2
4650,Mahadevpura,1620.0,2.0,76.0,3
4651,Mahadevpura,1136.0,2.0,64.5,2
4652,Mahadevpura,1400.0,2.0,65.8,3
4653,Mahadevpura,1137.0,2.0,53.4,2
4654,Mahadevpura,1601.0,3.0,95.0,3
4655,Mahadevpura,1450.0,3.0,75.0,3
4656,Mahadevpura,1152.0,2.0,54.0,2
4657,Mahadevpura,1212.0,2.0,56.9,2
4659,Mahadevpura,1505.0,3.0,78.0,3
4660,Mahadevpura,1500.0,2.0,70.0,3
4661,Mahadevpura,1236.0,2.0,58.0,2
4662,Mahadevpura,1236.0,2.0,58.0,2
4663,Mahadevpura,1120.0,2.0,53.0,2
4664,Mahadevpura,1050.0,2.0,42.0,2
4665,Mahalakshmi Layout,1575.0,5.0,158.0,4
4666,Mahalakshmi Layout,1105.0,2.0,80.0,2
4667,Mahalakshmi Layout,1200.0,3.0,160.0,4
4668,Mahalakshmi Layout,1200.0,2.0,110.0,3
4669,Mahalakshmi Layout,1876.0,3.0,150.0,3
